motivo;quantidade;percentual
aceleração insuficiente -1.2837 | sem rompimento confirmado -6.75 | sem continuidade -2.50 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 66 < 72;1;0,01
aceleração insuficiente -0.0507 | sem rompimento confirmado -3.50 | sem continuidade -1.00 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.0333 | aceleração insuficiente -1.3799 | sem rompimento confirmado -5.00 | hard-gate DNA incompleto | MESMA_CAMPANHA_SEM_PULLBACK | score 64 < 72;1;0,01
aceleração insuficiente -0.4315 | sem rompimento confirmado -4.50 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.0502 | aceleração insuficiente -1.2152 | sem rompimento confirmado -7.00 | hard-gate DNA incompleto | score 67 < 72;1;0,01
aceleração insuficiente -0.3289 | sem rompimento confirmado 0.00 | sem continuidade 0.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.0272 | sem rompimento confirmado -3.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -2.0639 | sem rompimento confirmado -8.00 | sem continuidade -1.50 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.3010 | sem rompimento confirmado -6.75 | sem continuidade -6.00 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.0667 | sem rompimento confirmado -5.00 | sem continuidade -0.50 | hard-gate DNA incompleto;1;0,01
sem rompimento confirmado -1.50 | sem continuidade -0.25 | hard-gate DNA incompleto | MESMA_CAMPANHA_SEM_PULLBACK;1;0,01
delta30 insuficiente 12.0 | sem rompimento confirmado -5.00 | sem continuidade -1.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.2406 | sem rompimento confirmado -3.25 | sem continuidade -0.75 | hard-gate DNA incompleto | MESMA_CAMPANHA_SEM_PULLBACK;1;0,01
aceleração insuficiente -8.9940 | sem rompimento confirmado -17.50 | sem continuidade -1.75 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.5563 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.1531 | sem rompimento confirmado -6.25 | sem continuidade -1.50 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO;1;0,01
vel15 insuficiente -0.5594 | sem rompimento confirmado -13.25 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 70 < 72;1;0,01
vel15 insuficiente -0.5190 | sem rompimento confirmado -9.00 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO;1;0,01
delta30 insuficiente -16.0 | saldo30 insuficiente -20.0 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.1500 | aceleração insuficiente -0.6880 | sem rompimento confirmado -5.00 | sem continuidade -1.75 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -0.4781 | sem rompimento confirmado -3.25 | sem continuidade -2.00 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -29.0 | saldo30 insuficiente -30.0 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.1318 | sem rompimento confirmado -2.75 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.5532 | sem rompimento confirmado -5.25 | hard-gate DNA incompleto | score 71 < 72;1;0,01
sem rompimento confirmado -11.25 | sem continuidade -2.75 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO;1;0,01
delta30 insuficiente -39.0 | saldo30 insuficiente -38.0 | sem rompimento confirmado -6.00 | sem continuidade -1.75 | hard-gate DNA incompleto | score 64 < 72;1;0,01
sem rompimento confirmado -2.25 | sem continuidade -0.50 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.9797 | sem rompimento confirmado -1.50 | sem continuidade 0.00 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente 0.0167 | aceleração insuficiente 0.0003 | sem rompimento confirmado -2.75 | hard-gate DNA incompleto | score 69 < 72;1;0,01
aceleração insuficiente -1.0569 | sem rompimento confirmado -3.00 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -22.0 | saldo30 insuficiente -22.0 | hard-gate DNA incompleto | score 67 < 72;1;0,01
delta30 insuficiente -80.0 | saldo30 insuficiente -79.0 | sem rompimento confirmado -8.50 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO;1;0,01
vel15 insuficiente -0.8501 | sem rompimento confirmado -18.75 | hard-gate DNA incompleto | score 70 < 72;1;0,01
delta30 insuficiente -53.0 | saldo30 insuficiente -54.0 | sem rompimento confirmado -1.75 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO;1;0,01
aceleração insuficiente -0.6752 | sem rompimento confirmado -6.75 | hard-gate DNA incompleto | score 71 < 72;1;0,01
delta30 insuficiente -82.0 | saldo30 insuficiente -83.0 | sem rompimento confirmado -1.75 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 70 < 72;1;0,01
delta30 insuficiente 14.0 | sem rompimento confirmado -2.75 | sem continuidade -1.75 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.2012 | sem rompimento confirmado -8.00 | sem continuidade -6.25 | hard-gate DNA incompleto | score 65 < 72;1;0,01
vel15 insuficiente -0.1171 | sem rompimento confirmado -16.00 | hard-gate DNA incompleto | score 70 < 72;1;0,01
aceleração insuficiente -0.1269 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.3115 | sem rompimento confirmado -5.00 | sem continuidade -0.50 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.5333 | sem rompimento confirmado -8.50 | hard-gate DNA incompleto | score 65 < 72;1;0,01
delta30 insuficiente 17.0 | aceleração insuficiente -1.1024 | sem rompimento confirmado -5.25 | sem continuidade -1.25 | hard-gate DNA incompleto | score 62 < 72;1;0,01
delta30 insuficiente -3.0 | saldo30 insuficiente -4.0 | aceleração insuficiente -0.7521 | sem rompimento confirmado -0.50 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -0.4601 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.2168 | aceleração insuficiente -0.2794 | sem rompimento confirmado -9.25 | hard-gate DNA incompleto | score 62 < 72;1;0,01
delta30 insuficiente -46.0 | saldo30 insuficiente -45.0 | aceleração insuficiente -0.2843 | sem rompimento confirmado -1.25 | hard-gate DNA incompleto | score 62 < 72;1;0,01
sem rompimento confirmado -3.00 | sem continuidade -0.75 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO;1;0,01
aceleração insuficiente -0.2051 | sem rompimento confirmado -0.75 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -12.0 | saldo30 insuficiente -13.0 | aceleração insuficiente -0.3075 | sem rompimento confirmado -2.75 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 62 < 72;1;0,01
delta30 insuficiente -56.0 | saldo30 insuficiente -57.0 | sem rompimento confirmado -0.50 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO;1;0,01
vel15 insuficiente -0.0835 | sem rompimento confirmado -4.00 | hard-gate DNA incompleto | score 71 < 72;1;0,01
aceleração insuficiente -1.0031 | sem rompimento confirmado -4.50 | sem continuidade -1.50 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.1619 | sem rompimento confirmado -4.00 | sem continuidade 0.00 | hard-gate DNA incompleto | score 70 < 72;1;0,01
vel15 insuficiente -0.0502 | sem rompimento confirmado -2.50 | hard-gate DNA incompleto | score 66 < 72;1;0,01
aceleração insuficiente -1.4508 | sem rompimento confirmado -7.75 | sem continuidade -4.75 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 66 < 72;1;0,01
delta30 insuficiente -62.0 | saldo30 insuficiente -62.0 | sem rompimento confirmado -10.25 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO;1;0,01
sem rompimento confirmado -1.25 | sem continuidade -0.50 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO;1;0,01
aceleração insuficiente -0.6500 | sem rompimento confirmado -1.00 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO;1;0,01
aceleração insuficiente -0.6634 | sem rompimento confirmado -1.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.5253 | sem rompimento confirmado -4.75 | sem continuidade -0.50 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.0834 | sem rompimento confirmado -2.25 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.0334 | aceleração insuficiente -0.1000 | sem rompimento confirmado -7.00 | hard-gate DNA incompleto | score 64 < 72;1;0,01
aceleração insuficiente -1.1855 | sem rompimento confirmado -2.75 | hard-gate DNA incompleto | score 71 < 72;1;0,01
delta30 insuficiente 14.0 | aceleração insuficiente -0.0673 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -2.5485 | sem rompimento confirmado -4.75 | sem continuidade -0.75 | hard-gate DNA incompleto;1;0,01
sem rompimento confirmado -5.75 | sem continuidade -3.25 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.5319 | sem rompimento confirmado -1.50 | sem continuidade -0.75 | hard-gate DNA incompleto | score 66 < 72;1;0,01
aceleração insuficiente -1.4871 | sem rompimento confirmado -2.25 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.1173 | aceleração insuficiente -0.5077 | sem rompimento confirmado -6.50 | sem continuidade -1.25 | hard-gate DNA incompleto | score 62 < 72;1;0,01
delta30 insuficiente 8.0 | saldo30 insuficiente 9.0 | sem rompimento confirmado -0.50 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -0.0375 | sem rompimento confirmado -2.75 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -15.0 | saldo30 insuficiente -15.0 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.3809 | sem rompimento confirmado -4.50 | sem continuidade -2.00 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -0.1627 | sem rompimento confirmado -7.00 | hard-gate DNA incompleto | score 63 < 72;1;0,01
aceleração insuficiente -0.9511 | sem rompimento confirmado -3.75 | sem continuidade -2.75 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.1055 | sem rompimento confirmado -0.75 | hard-gate DNA incompleto | score 71 < 72;1;0,01
aceleração insuficiente -0.2430 | sem rompimento confirmado -3.50 | sem continuidade -2.25 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.0842 | sem rompimento confirmado -3.00 | sem continuidade -1.25 | hard-gate DNA incompleto | score 66 < 72;1;0,01
vel15 insuficiente -0.4515 | sem rompimento confirmado -9.75 | hard-gate DNA incompleto | score 65 < 72;1;0,01
delta30 insuficiente -20.0 | saldo30 insuficiente -19.0 | sem rompimento confirmado -1.75 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -11.0 | saldo30 insuficiente -11.0 | aceleração insuficiente -0.2000 | sem rompimento confirmado -1.25 | hard-gate DNA incompleto | score 62 < 72;1;0,01
sem rompimento confirmado -3.00 | sem continuidade -0.50 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.0241 | sem rompimento confirmado -5.75 | hard-gate DNA incompleto | score 63 < 72;1;0,01
aceleração insuficiente -1.5351 | sem rompimento confirmado -4.75 | sem continuidade -1.75 | hard-gate DNA incompleto | score 62 < 72;1;0,01
vel15 insuficiente -0.0167 | sem rompimento confirmado -2.00 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -0.6233 | sem rompimento confirmado -1.25 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.5862 | sem rompimento confirmado -5.50 | sem continuidade -3.75 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.3504 | sem rompimento confirmado -9.00 | hard-gate DNA incompleto | score 65 < 72;1;0,01
sem rompimento confirmado -2.00 | hard-gate DNA incompleto | MESMA_CAMPANHA_SEM_PULLBACK;1;0,01
aceleração insuficiente -1.1314 | sem rompimento confirmado -3.00 | sem continuidade -2.00 | hard-gate DNA incompleto | score 65 < 72;1;0,01
delta30 insuficiente -17.0 | saldo30 insuficiente -17.0 | hard-gate DNA incompleto | MESMA_CAMPANHA_SEM_PULLBACK;1;0,01
aceleração insuficiente -0.6339 | sem rompimento confirmado -2.75 | hard-gate DNA incompleto | score 71 < 72;1;0,01
delta30 insuficiente -110.0 | saldo30 insuficiente -111.0 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.0038 | sem rompimento confirmado -2.25 | sem continuidade -0.25 | hard-gate DNA incompleto | score 66 < 72;1;0,01
vel15 insuficiente 0.0167 | aceleração insuficiente -0.4768 | sem rompimento confirmado -2.00 | hard-gate DNA incompleto | score 63 < 72;1;0,01
aceleração insuficiente -0.9536 | sem rompimento confirmado -1.00 | sem continuidade -0.25 | hard-gate DNA incompleto | score 62 < 72;1;0,01
delta30 insuficiente 12.0 | sem rompimento confirmado -6.75 | hard-gate DNA incompleto | score 66 < 72;1;0,01
delta30 insuficiente -49.0 | saldo30 insuficiente -48.0 | sem rompimento confirmado -4.75 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -0.8127 | sem rompimento confirmado -3.00 | sem continuidade -0.75 | hard-gate DNA incompleto | score 66 < 72;1;0,01
aceleração insuficiente -0.2753 | sem rompimento confirmado -3.50 | sem continuidade -1.50 | hard-gate DNA incompleto | score 67 < 72;1;0,01
delta30 insuficiente -49.0 | saldo30 insuficiente -50.0 | sem rompimento confirmado -0.25 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.4752 | sem rompimento confirmado -0.75 | sem continuidade -0.25 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.0837 | sem rompimento confirmado -1.75 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.2175 | sem rompimento confirmado -6.25 | hard-gate DNA incompleto | score 71 < 72;1;0,01
vel15 insuficiente -0.0000 | sem rompimento confirmado -4.50 | hard-gate DNA incompleto | score 70 < 72;1;0,01
vel15 insuficiente -0.1000 | sem rompimento confirmado -5.00 | hard-gate DNA incompleto | score 70 < 72;1;0,01
vel15 insuficiente 0.0168 | aceleração insuficiente -0.8196 | sem rompimento confirmado -9.75 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO;1;0,01
aceleração insuficiente -0.6379 | sem rompimento confirmado -4.75 | sem continuidade 0.00 | hard-gate DNA incompleto | PULLBACK_SEM_ROMPIMENTO_DO_EXTREMO | score 62 < 72;1;0,01
delta30 insuficiente -65.0 | saldo30 insuficiente -64.0 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.0812 | sem rompimento confirmado -1.50 | sem continuidade -1.25 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.6551 | sem rompimento confirmado -5.75 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -143.0 | saldo30 insuficiente -143.0 | sem rompimento confirmado -9.50 | hard-gate DNA incompleto | score 66 < 72;1;0,01
delta30 insuficiente -7.0 | saldo30 insuficiente -8.0 | sem rompimento confirmado -3.25 | hard-gate DNA incompleto | score 70 < 72;1;0,01
delta30 insuficiente 15.0 | sem rompimento confirmado -5.75 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.7971 | sem rompimento confirmado -0.75 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -18.0 | saldo30 insuficiente -18.0 | sem rompimento confirmado -2.75 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.2255 | sem rompimento confirmado -4.50 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente 7.0 | saldo30 insuficiente 7.0 | sem rompimento confirmado -3.50 | hard-gate DNA incompleto | score 70 < 72;1;0,01
vel15 insuficiente -0.1667 | aceleração insuficiente -0.5752 | sem rompimento confirmado -5.25 | sem continuidade -0.75 | hard-gate DNA incompleto | score 66 < 72;1;0,01
aceleração insuficiente -0.3893 | sem rompimento confirmado -3.50 | sem continuidade -1.75 | hard-gate DNA incompleto | score 65 < 72;1;0,01
aceleração insuficiente -0.4322 | sem rompimento confirmado -2.75 | sem continuidade -0.50 | hard-gate DNA incompleto | score 62 < 72;1;0,01
sem rompimento confirmado -1.00 | hard-gate DNA incompleto | MESMA_CAMPANHA_SEM_PULLBACK;1;0,01
aceleração insuficiente -1.1148 | sem rompimento confirmado -2.50 | hard-gate DNA incompleto | MESMA_CAMPANHA_SEM_PULLBACK;1;0,01
sem rompimento confirmado -5.00 | hard-gate DNA incompleto | MESMA_CAMPANHA_SEM_PULLBACK;1;0,01
vel15 insuficiente -0.1838 | sem rompimento confirmado -4.50 | hard-gate DNA incompleto | score 64 < 72;1;0,01
aceleração insuficiente -1.0074 | sem rompimento confirmado -1.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.1001 | sem rompimento confirmado -2.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.4830 | sem rompimento confirmado -5.75 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -2.6137 | sem rompimento confirmado -9.75 | hard-gate DNA incompleto | score 71 < 72;1;0,01
aceleração insuficiente -0.1965 | sem rompimento confirmado -5.50 | hard-gate DNA incompleto | score 62 < 72;1;0,01
aceleração insuficiente -0.3527 | sem rompimento confirmado -2.75 | sem continuidade -1.25 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.0230 | sem rompimento confirmado -5.00 | sem continuidade -1.50 | hard-gate DNA incompleto;1;0,01
delta30 insuficiente -55.0 | saldo30 insuficiente -56.0 | hard-gate DNA incompleto | lados próximos: diferença 1 | score 63 < 72;1;0,01
vel15 insuficiente -0.7847 | sem rompimento confirmado -12.25 | hard-gate DNA incompleto;1;0,01
sem rompimento confirmado -11.25 | sem continuidade -0.50 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.3673 | sem rompimento confirmado -8.75 | hard-gate DNA incompleto | score 65 < 72;1;0,01
aceleração insuficiente -0.8644 | sem rompimento confirmado -6.25 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -2.7123 | sem rompimento confirmado -9.50 | sem continuidade -1.75 | hard-gate DNA incompleto;1;0,01
vel15 insuficiente -0.6175 | sem rompimento confirmado -13.25 | hard-gate DNA incompleto | score 71 < 72;1;0,01
aceleração insuficiente -1.0010 | sem rompimento confirmado -4.00 | sem continuidade 0.00 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -0.9750 | hard-gate DNA incompleto;1;0,01
sem rompimento confirmado -4.75 | sem continuidade -1.25 | hard-gate DNA incompleto;1;0,01
aceleração insuficiente -1.2038 | sem rompimento confirmado -5.75 | sem continuidade -1.50 | hard-gate DNA incompleto;1;0,01
